onset_label,guard_days,pseudo_onset,recovered_fraction
register_onset,180,2020-05-18,0.0294611634371891
register_onset,180,2020-05-19,-0.08726689189067045
register_onset,180,2020-05-20,0.041606025131355244
register_onset,180,2020-05-21,0.08818137973955163
register_onset,180,2020-05-22,0.1201757165188116
register_onset,180,2020-05-23,0.061119331372215834
register_onset,180,2020-05-24,0.003670760156168065
register_onset,180,2020-05-25,0.04073021165602686
register_onset,180,2020-05-26,0.18132113407867181
register_onset,180,2020-05-27,0.18065713301966274
register_onset,180,2020-05-28,0.19785331558929128
register_onset,180,2020-05-29,0.23028149173614035
register_onset,180,2020-05-30,0.24195030680802615
register_onset,180,2020-05-31,0.1792579758480951
register_onset,180,2020-06-01,0.16380761619643577
register_onset,180,2020-06-02,0.23920767213171268
register_onset,180,2020-06-03,0.3469839814960687
register_onset,180,2020-06-04,0.5341092505643543
register_onset,180,2020-06-05,0.645116051716154
register_onset,180,2020-06-06,0.5099632023975589
register_onset,180,2020-06-07,0.6871559048000906
register_onset,180,2020-06-08,0.669169287437791
register_onset,180,2020-06-09,0.7285378016684528
register_onset,180,2020-06-10,0.3982687080029931
register_onset,180,2020-06-11,0.3452990302775313
register_onset,180,2020-06-12,0.4825165228752355
register_onset,180,2020-06-13,0.5187344786205837
register_onset,180,2020-06-14,0.5017281509337598
register_onset,180,2020-06-15,0.6137839322852704
register_onset,180,2020-06-16,0.8623207233788684
register_onset,180,2020-06-17,0.8409173073426407
register_onset,180,2020-06-18,0.5402773095329201
register_onset,180,2020-06-19,0.8471332941818559
register_onset,180,2020-06-20,1.774640253786436
register_onset,180,2020-06-21,1.5523931415258512
register_onset,180,2020-06-22,0.89750369913785
register_onset,180,2020-06-23,-0.06045863304172895
register_onset,180,2020-06-24,-0.5713831357226075
register_onset,180,2020-06-25,-0.07940394949985004
register_onset,180,2020-06-26,-0.04113486194874817
register_onset,180,2020-06-27,-0.15509805672410582
register_onset,180,2020-06-28,0.5747384482432134
register_onset,180,2020-06-29,0.989262210426962
register_onset,180,2020-06-30,0.6913640970475368
register_onset,180,2020-07-01,0.5137566525515962
register_onset,180,2020-07-02,0.629091379857582
register_onset,180,2020-07-03,0.47799258141587647
register_onset,180,2020-07-04,0.7069718903496054
register_onset,180,2020-07-05,-0.34852510114187035
register_onset,180,2020-07-06,0.22122895062681808
register_onset,180,2020-07-07,-0.5679867906587914
register_onset,180,2020-07-08,-1.00287287595494
register_onset,180,2020-07-10,-0.920190568565155
register_onset,180,2020-07-11,-1.0917764501019596
